name,force,level,mechanic,equipment,primaryMuscles,secondaryMuscles,instructions,category,id,image1,image2
Middle Back Stretch,static,beginner,isolation,,middle back,"abdominals, lats, lower back","'Stand so your feet are shoulder width apart and your hands are on your hips.', 'Twist at your waist until you feel a stretch. Hold for 10 to 15 seconds, then twist to the other side.'",stretching,Middle_Back_Stretch,Middle_Back_Stretch/0.jpg,Middle_Back_Stretch/1.jpg
On-Your-Back Quad Stretch,static,beginner,isolation,other,quadriceps,,"'Lie on a flat bench or step, and hang one leg and arm over the side.', 'Bend the knee and hold the top of the foot. As you do this, be careful not to arch your lower back.', Pull the belly button to the spine to stay in neutral. Press your foot down and into your hand. To add the hip stretch, lift the hip of the leg you're holding up toward the ceiling., 'Switch sides.'",stretching,On-Your-Back_Quad_Stretch,On-Your-Back_Quad_Stretch/0.jpg,On-Your-Back_Quad_Stretch/1.jpg
One-Arm Long Bar Row,pull,beginner,compound,barbell,middle back,"biceps, lats","'Position a bar into a landmine or in a corner to keep it from moving. Load an appropriate weight onto your end.', 'Stand next to the bar, and take a grip with one hand close to the collar. Using your hips and legs, rise to a standing position.', 'Assume a bent-knee stance with your hips back and your chest up. Your arm should be extended. This will be your starting position.', 'Pull the weight to your side by retracting the shoulder and flexing the elbow. Do not jerk the weight or cheat during the movement.', 'After a brief pause, return to the starting position.'",strength,One-Arm_Long_Bar_Row,One-Arm_Long_Bar_Row/0.jpg,One-Arm_Long_Bar_Row/1.jpg
One Arm Lat Pulldown,pull,beginner,compound,cable,lats,"biceps, middle back","'Select an appropriate weight and adjust the knee pad to help keep you down. Grasp the handle with a pronated grip. This will be your starting position.', 'Pull the handle down, squeezing your elbow to your side as you flex the elbow.', 'Pause at the bottom of the motion, and then slowly return the handle to the starting position.', 'For multiple repetitions, avoid completely returning the weight to keep tension on the muscles being worked.'",strength,One_Arm_Lat_Pulldown,One_Arm_Lat_Pulldown/0.jpg,One_Arm_Lat_Pulldown/1.jpg
Otis-Up,pull,beginner,compound,other,abdominals,"chest, shoulders, triceps","'Secure your feet and lay back on the floor. Your knees should be bent. Hold a weight with both hands to your chest. This will be your starting position.', 'Initiate the movement by flexing the hips and spine to raise your torso up from the ground.', 'As you move up, press the weight up so that it is above your head at the top of the movement.', 'Return the weight to your chest as you reverse the sit-up motion, ensuring not to go all the way down to the floor.'",strength,Otis-Up,Otis-Up/0.jpg,Otis-Up/1.jpg
Palms-Down Wrist Curl Over A Bench,pull,beginner,isolation,barbell,forearms,,"'Start out by placing a barbell on one side of a flat bench.', 'Kneel down on both of your knees so that your body is facing the flat bench.', 'Use your arms to grab the barbell with a pronated grip (palms down) and bring them up so that your forearms are resting against the flat bench. Your wrists should be hanging over the edge.', 'Start out by curling your wrist upwards and exhaling.', 'Slowly lower your wrists back down to the starting position while inhaling.', 'Your forearms should be stationary as your wrist is the only movement needed to perform this exercise.', 'Repeat for the recommended amount of repetitions.'",strength,Palms-Down_Wrist_Curl_Over_A_Bench,Palms-Down_Wrist_Curl_Over_A_Bench/0.jpg,Palms-Down_Wrist_Curl_Over_A_Bench/1.jpg
Platform Hamstring Slides,pull,beginner,isolation,other,hamstrings,glutes,"'For this movement a wooden floor or similar is needed. Lay on your back with your legs extended. Place a gym towel or a light weight underneath your heel. This will be your starting position.', 'Begin the movement by flexing the knee, keeping your other leg straight.', 'Continue bringing the heel closer to you, sliding it on the floor.', 'At full knee flexion, reverse the movement to return to the starting position.'",strength,Platform_Hamstring_Slides,Platform_Hamstring_Slides/0.jpg,Platform_Hamstring_Slides/1.jpg
Prone Manual Hamstring,static,beginner,isolation,,hamstrings,,"'You will need a partner for this exercise. Lay face down with your legs straight. Your assistant will place their hand on your heel.', 'To begin, flex the knee to curl your leg up. Your partner should provide resistance, starting light and increasing the pressure as the movement is completed. Communicate with your partner to monitor appropriate resistance levels.', 'Pause at the top, returning the leg to the starting position as your partner provides resistance going the other direction.'",strength,Prone_Manual_Hamstring,Prone_Manual_Hamstring/0.jpg,Prone_Manual_Hamstring/1.jpg
Push Up to Side Plank,push,beginner,compound,body only,chest,"abdominals, shoulders, triceps","'Get into pushup position on the toes with your hands just outside of shoulder width.', 'Perform a pushup by allowing the elbows to flex. As you descend, keep your body straight.', 'Do one pushup and as you come up, shift your weight on the left side of the body, twist to the side while bringing the right arm up towards the ceiling in a side plank.', 'Lower the arm back to the floor for another pushup and then twist to the other side.', 'Repeat the series, alternating each side, for 10 or more reps.'",strength,Push_Up_to_Side_Plank,Push_Up_to_Side_Plank/0.jpg,Push_Up_to_Side_Plank/1.jpg
Recumbent Bike,,beginner,,machine,quadriceps,"calves, glutes, hamstrings","'To begin, seat yourself on the bike and adjust the seat to your height.', 'Select the desired option from the menu. You may have to start pedaling to turn it on. You can use the manual setting, or you can select a program to use. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. The level of resistance can be changed throughout the workout. The handles can be used to monitor your heart rate to help you stay at an appropriate intensity.', 'Recumbent bikes offer convenience, cardiovascular benefits, and have less impact than other activities. A 150 lb person will burn about 230 calories cycling at a moderate rate for 30 minutes, compared to 450 calories or more running.'",cardio,Recumbent_Bike,Recumbent_Bike/0.jpg,Recumbent_Bike/1.jpg
Reverse Grip Triceps Pushdown,push,beginner,isolation,cable,triceps,,"'Start by setting a bar attachment (straight or e-z) on a high pulley machine.', 'Facing the bar attachment, grab it with the palms facing up (supinated grip) at shoulder width. Lower the bar by using your lats until your arms are fully extended by your sides. Tip: Elbows should be in by your sides and your feet should be shoulder width apart from each other. This is the starting position.', 'Slowly elevate the bar attachment up as you inhale so it is aligned with your chest. Only the forearms should move and the elbows/upper arms should be stationary by your side at all times.', 'Then begin to lower the cable bar back down to the original staring position while exhaling and contracting the triceps hard.', 'Repeat for the recommended amount of repetitions.'",strength,Reverse_Grip_Triceps_Pushdown,Reverse_Grip_Triceps_Pushdown/0.jpg,Reverse_Grip_Triceps_Pushdown/1.jpg
Rope Straight-Arm Pulldown,pull,beginner,isolation,cable,lats,,"'Attach a rope to a high pulley and make your weight selection. Stand a couple feet back from the pulley with your feet staggered and take the rope with both hands. Lean forward from the hip, keeping your back straight, with your arms extended up in front of you. This will be your starting position.', 'Keeping your arms straight, extend the shoulder to pull the rope down to your thighs.', 'Pause at the bottom of the motion, squeezing your lats.', 'Return to the starting position without allowing the weight to fully rest on the stack.'",strength,Rope_Straight-Arm_Pulldown,Rope_Straight-Arm_Pulldown/0.jpg,Rope_Straight-Arm_Pulldown/1.jpg
